iter	Logloss
573	0.1521767765
574	0.1521244465
575	0.1520359699
576	0.1519321766
577	0.1518293392
578	0.1517320138
579	0.1516524573
580	0.1515652282
581	0.1514819891
582	0.1514300422
583	0.1513798095
584	0.1513123145
585	0.1512406064
586	0.1511356005
587	0.151028082
588	0.1509350611
589	0.1508621041
590	0.1507676581
591	0.1506825695
592	0.1506450422
593	0.1506006053
594	0.1505106223
595	0.1504085649
596	0.150292624
597	0.1502402804
598	0.1501641613
599	0.1501105852
600	0.1500287747
601	0.1499384419
602	0.1498612656
603	0.1497964328
604	0.1497218232
605	0.1496226219
606	0.1495557387
607	0.1495020305
608	0.1494173314
609	0.1493252096
610	0.1492459064
611	0.1491411414
612	0.149048294
613	0.1489722792
614	0.1489050992
615	0.1488076933
616	0.1487110774
617	0.1486209619
618	0.1485466315
619	0.1484611666
620	0.1484131869
621	0.1483152184
622	0.1482617569
623	0.1481732653
624	0.1480834133
625	0.1480209104
626	0.1479415609
627	0.1478264912
628	0.1477222294
629	0.1476467402
630	0.1475928924
631	0.1475031247
632	0.1474193538
633	0.1473381585
634	0.1472332958
635	0.1471362659
636	0.1470497636
637	0.1469719141
638	0.1469035255
639	0.1468200345
640	0.1467543154
641	0.1466745736
642	0.1465929831
643	0.1465131345
644	0.1464416605
645	0.146346733
646	0.146280539
647	0.1461853095
648	0.1460777608
649	0.1460217527
650	0.1459419027
651	0.1458767286
652	0.1458002376
653	0.1457399049
654	0.1456592729
655	0.1455994433
656	0.1454815991
657	0.1453935619
658	0.1453164831
659	0.1452537029
660	0.145179931
661	0.1451195681
662	0.1450159683
663	0.1449567065
664	0.14487853
665	0.1448077623
666	0.1447147753
667	0.1446077942
668	0.1445195724
669	0.1444388019
670	0.1443726617
671	0.1442906968
672	0.1442008181
673	0.1441422518
674	0.1440422316
675	0.1439551937
676	0.1438881585
677	0.1437929281
678	0.1437152346
679	0.1436293135
680	0.1435479247
681	0.1434874395
682	0.1433855004
683	0.1432914124
684	0.1431960393
685	0.1431245883
686	0.1430520039
687	0.1429874661
688	0.1429243354
689	0.1428284124
690	0.1427822715
691	0.1427045504
692	0.1425998686
693	0.1425316779
694	0.1424608574
695	0.1423764303
696	0.1423085425
697	0.1422148203
698	0.1421291507
699	0.1420530693
700	0.1419917651
701	0.1419189676
702	0.1418377478
703	0.1417456815
704	0.141663682
705	0.1415691276
706	0.1415068857
707	0.1414174602
708	0.1413337092
709	0.1412586742
710	0.1412084161
711	0.1411314873
712	0.1410633273
713	0.1410106969
714	0.1409213452
715	0.1408531665
716	0.1408000631
717	0.1407406935
718	0.1406637896
719	0.1405729017
720	0.1405022936
721	0.1404352047
722	0.140354834
723	0.1402875809
724	0.1401732995
725	0.1401099405
726	0.1400658713
727	0.1400044866
728	0.1399249633
729	0.1398529981
730	0.13976947
731	0.139696428
732	0.139608228
733	0.1395175071
734	0.1394433171
735	0.1393640676
736	0.1392754446
737	0.139180222
738	0.1390698801
739	0.1390087277
740	0.1389372368
741	0.1388722646
742	0.1388047768
743	0.1387230588
744	0.1386525797
745	0.138575803
746	0.138527302
747	0.13844878
748	0.1383809639
749	0.1383007626
750	0.1382100538
751	0.1381179055
752	0.1380428463
753	0.137960118
754	0.1378944731
755	0.1378151924
756	0.1377383158
757	0.1376501054
758	0.1375441368
759	0.1374446202
760	0.1373767924
761	0.1373000656
762	0.1372007352
763	0.137124246
764	0.1370386301
765	0.1369621432
766	0.1368960559
767	0.1368083395
768	0.1367338014
769	0.1366560818
770	0.136567301
771	0.1364847841
772	0.1364098605
773	0.1363358133
774	0.1362600239
775	0.136180505
776	0.1361156921
777	0.1360321859
778	0.1359678217
779	0.1358805478
780	0.1358161722
781	0.1357566659
782	0.1356804301
783	0.135598831
784	0.1354981991
785	0.1354404498
786	0.135375654
787	0.135302426
788	0.1352312818
789	0.1351572273
790	0.1351054057
791	0.1350499419
792	0.1349768197
793	0.1348942633
794	0.1348142862
795	0.1347379036
796	0.1346915111
797	0.1346356789
798	0.1345531537
799	0.1344910359
800	0.1344226583
801	0.1343498588
802	0.1342480309
803	0.1341671385
804	0.1340853973
805	0.1340381919
806	0.1339789538
807	0.1339389091
808	0.1338873739
809	0.1338005418
810	0.13371414
811	0.1336449245
812	0.1336027391
813	0.1335371477
814	0.1334746472
815	0.1333873924
816	0.1333340816
817	0.1332681488
818	0.1332006278
819	0.1331369601
820	0.1330953105
821	0.1329870899
822	0.1328977837
823	0.1328139982
824	0.1327309952
825	0.1326617367
826	0.1325832315
827	0.1324967663
828	0.1324185814
829	0.1323322611
830	0.1322429672
831	0.1321773971
832	0.13210411
833	0.1320369541
834	0.1320012177
835	0.1319182135
836	0.1318373059
837	0.1317626637
838	0.1317069018
839	0.131643915
840	0.1315720598
841	0.1314967599
842	0.131422195
843	0.1313294378
844	0.1312518772
845	0.1311800147
846	0.1311211535
847	0.1310359578
848	0.1309593444
849	0.1308839592
850	0.1308301339
851	0.1307817521
852	0.1306901048
853	0.1306121716
854	0.1305576968
855	0.1304923431
856	0.1304344612
857	0.1303943011
858	0.1303440397
859	0.1302694385
860	0.1301946564
861	0.1301435956
862	0.130081238
863	0.1300254774
864	0.129961088
865	0.1298851403
866	0.1298145123
867	0.1297505569
868	0.129690697
869	0.1296336357
870	0.1295564356
871	0.1295242445
872	0.1294716417
873	0.1294014658
874	0.1293445845
875	0.1292876824
876	0.1292407647
877	0.129160031
878	0.1291028515
879	0.1290638992
880	0.1289740085
881	0.1289032889
882	0.1288325132
883	0.1287300359
884	0.1286371947
885	0.1285885374
886	0.1285288541
887	0.1284604038
888	0.1283993238
889	0.1283155743
890	0.1282460568
891	0.1282085323
892	0.1281508988
893	0.1280623559
894	0.1280094391
895	0.1279350065
896	0.1278597728
897	0.1277821141
898	0.1277220928
899	0.1276485385
900	0.1275821771
901	0.1275192898
902	0.1274483237
903	0.1273607192
904	0.1272881786
905	0.127233158
906	0.1271814112
907	0.1270850498
908	0.1270058384
909	0.1269501451
910	0.1268851709
911	0.1268346598
912	0.1267861316
913	0.1267425441
914	0.1266830161
915	0.126622004
916	0.1265444712
917	0.1264788261
918	0.1264126038
919	0.1263288498
920	0.1262693549
921	0.1261998811
922	0.1261081206
923	0.1260431149
924	0.1259888111
925	0.1259146274
926	0.1258643341
927	0.1258135158
928	0.1257668599
929	0.1257150183
930	0.1256224194
931	0.1255251368
932	0.1254398958
933	0.1253682965
934	0.1253295065
935	0.1252406619
936	0.1251841402
937	0.1251206555
938	0.1250485736
939	0.1249661096
940	0.1248947181
941	0.1247948741
942	0.1247122816
943	0.1246269812
944	0.1245541741
945	0.1244849623
946	0.1244356289
947	0.1243853636
948	0.1243351945
949	0.1242715144
950	0.124226673
951	0.1241705683
952	0.1240906767
953	0.1240253653
954	0.123952792
955	0.1239014566
956	0.1238610001
957	0.1237899941
958	0.1237151374
959	0.1236505892
960	0.1235809241
961	0.123504066
962	0.1234379375
963	0.1233524036
964	0.1232781263
965	0.1232092129
966	0.1231715484
967	0.1231364502
968	0.1230910374
969	0.1230430766
970	0.1229982413
971	0.1229309736
972	0.1228801112
973	0.1228061798
974	0.1227214582
975	0.1226613466
976	0.1226021869
977	0.1225451841
978	0.1225045607
979	0.122467332
980	0.1224071583
981	0.1223535211
982	0.1222944302
983	0.1222195418
984	0.1221750765
985	0.122088426
986	0.1220404434
987	0.1219751442
988	0.1218854588
989	0.1218070279
990	0.1217449196
991	0.1216790829
992	0.121638882
993	0.1215581388
994	0.1214831439
995	0.1214241218
996	0.121363494
997	0.1212916133
998	0.1212034118
999	0.1211560734
1000	0.1210734563
1001	0.1210056421
1002	0.1209255367
1003	0.1208661498
1004	0.1207944051
1005	0.1207091682
1006	0.1206388677
1007	0.1205864578
1008	0.1205072621
1009	0.1204376187
1010	0.1203405876
1011	0.1202560531
1012	0.1201583146
1013	0.1200596263
1014	0.1199828431
1015	0.1198994661
1016	0.1198488481
1017	0.1197771929
1018	0.1196889835
1019	0.1196429416
1020	0.1195670249
1021	0.1195044367
1022	0.1194429795
1023	0.1193720707
1024	0.1192987642
1025	0.1192408786
1026	0.1191726484
1027	0.1190985213
1028	0.1190471411
1029	0.1189906039
1030	0.118934316
1031	0.1188698717
1032	0.1188014019
1033	0.1187099511
1034	0.1186503915
1035	0.1185689444
1036	0.1184846503
1037	0.118420736
1038	0.1183760534
1039	0.1183087922
1040	0.1182398576
1041	0.1181428959
1042	0.1180630212
1043	0.1179937208
1044	0.1179483216
1045	0.1178645217
1046	0.1177620735
1047	0.1176903514
1048	0.1176262454
1049	0.1175633025
1050	0.1174925601
1051	0.1174265598
1052	0.1173484958
1053	0.1172973867
1054	0.1172495044
1055	0.1172012411
1056	0.1171517167
1057	0.1170897246
1058	0.1170031071
1059	0.1169697756
1060	0.116887492
1061	0.1168106276
1062	0.1167590742
1063	0.1166984331
1064	0.1166217147
1065	0.1165794149
1066	0.1165246262
1067	0.1164690712
1068	0.1164109091
1069	0.1163240756
1070	0.1162348793
1071	0.1161534254
1072	0.1160645778
1073	0.1160005378
1074	0.1159276053
1075	0.1158551733
1076	0.1157768724
1077	0.11569403
1078	0.1156479128
1079	0.115579655
1080	0.115531071
1081	0.115476902
1082	0.1154364503
1083	0.1153749268
1084	0.1152849925
1085	0.1152128429
1086	0.1151511614
1087	0.1150924368
1088	0.1150516952
1089	0.1149613964
1090	0.1148911628
1091	0.1148246899
1092	0.1147621342
1093	0.1147036881
1094	0.1146459691
1095	0.1146036558
1096	0.1145305259
1097	0.1144611221
1098	0.1144238309
1099	0.1143650739
1100	0.1143042712
1101	0.1142616475
1102	0.1142087025
1103	0.1141563491
1104	0.114098153
1105	0.1140294113
1106	0.1139747701
1107	0.113904648
1108	0.1138350079
1109	0.113763763
1110	0.1136962944
1111	0.1136258736
1112	0.1135492126
1113	0.1135034896
1114	0.113437412
1115	0.113369543
1116	0.1133241317
1117	0.1132552963
1118	0.1131700409
1119	0.1131187136
1120	0.1130571299
1121	0.1130172856
1122	0.1129301567
1123	0.1128948511
1124	0.1128420131
1125	0.1127986248
1126	0.1127371782
1127	0.1126936084
1128	0.1126101494
1129	0.1125494527
1130	0.1124849656
1131	0.1124239829
1132	0.1123656866
1133	0.1122853878
1134	0.1122266196
1135	0.1121794738
1136	0.1121321345
1137	0.1120755087
1138	0.1119935063
1139	0.111927345
1140	0.1118648064
1141	0.1117841673
1142	0.1117227518
1143	0.1116563101
1144	0.1115882362
1145	0.1115370278
1146	0.1114821609
1147	0.1114294033
1148	0.1113658745
1149	0.1113042728
1150	0.1112487923
1151	0.1111995722
1152	0.111126184
1153	0.1110805488
1154	0.1109686814
1155	0.1109096008
1156	0.1108468363
1157	0.1108048934
1158	0.1107435587
1159	0.1106933631
1160	0.1106380137
1161	0.1105965724
1162	0.1105495391
1163	0.1104884083
1164	0.1104160153
1165	0.1103799793
1166	0.1103178344
1167	0.1102447228
1168	0.1101951382
1169	0.1101466444
1170	0.110103302
1171	0.1100324564
1172	0.1099647071
1173	0.1099023139
1174	0.1098442256
1175	0.1097847736
1176	0.1097186959
1177	0.1096350063
1178	0.1095605667
1179	0.1095023426
1180	0.1094326853
1181	0.1093555609
1182	0.1093334334
1183	0.1092664688
1184	0.109207485
1185	0.1091484966
1186	0.1090854118
1187	0.1090264595
1188	0.1089587068
1189	0.1088957071
1190	0.1088224386
1191	0.1087737237
1192	0.108728102
1193	0.1086817497
1194	0.1086337717
1195	0.1085762555
1196	0.108510508
1197	0.1084327618
1198	0.1083561378
1199	0.108281182
1200	0.1082212023
1201	0.1081800324
1202	0.1081101786
1203	0.1080766526
1204	0.1080375821
1205	0.1079837688
1206	0.1079166241
1207	0.1078851366
1208	0.1078365467
1209	0.1077726416
1210	0.1077059784
1211	0.1076396552
1212	0.1075789921
1213	0.1075438749
1214	0.107487453
1215	0.1074518671
1216	0.1074074868
1217	0.1073345301
1218	0.107273766
1219	0.1071996627
1220	0.1071552736
1221	0.1070727906
1222	0.1069884356
1223	0.1069428618
1224	0.1068738748
1225	0.1068267702
1226	0.1067861221
1227	0.1067332203
1228	0.106678792
1229	0.1066257819
1230	0.1065843102
1231	0.1065075377
1232	0.1064099308
1233	0.1063674624
1234	0.1063165064
1235	0.1062542158
1236	0.1062241001
1237	0.1061506277
1238	0.1060894372
1239	0.1060162258
1240	0.1059468133
1241	0.1058966828
1242	0.1058573291
1243	0.1058053589
1244	0.1057514581
1245	0.1057113194
1246	0.1056508327
1247	0.1055980838
1248	0.1055326427
1249	0.1054626884
1250	0.1054070907
1251	0.1053547758
1252	0.1052969109
1253	0.1052526777
1254	0.1052054125
1255	0.1051694485
1256	0.1051004122
1257	0.1050441394
1258	0.1049870184
1259	0.1049089181
1260	0.104856791
1261	0.1048159038
1262	0.1047862299
1263	0.1047496421
1264	0.104691108
1265	0.1046367099
1266	0.1045562195
1267	0.1045086356
1268	0.1044596153
1269	0.1043957442
1270	0.1043547863
1271	0.1043045335
1272	0.1042324035
1273	0.1041543329
1274	0.1040716096
1275	0.1039855354
1276	0.1039091618
1277	0.1038401171
1278	0.1037777328
1279	0.1037228241
1280	0.1036645497
1281	0.1036169106
1282	0.1035758826
1283	0.1035175913
1284	0.1034481573
1285	0.1034011666
1286	0.1033544081
1287	0.1032875036
1288	0.103227971
1289	0.1031589417
1290	0.1031065092
1291	0.1030317238
1292	0.1029546576
1293	0.1028984025
1294	0.1028213587
1295	0.1027627656
1296	0.1027079122
1297	0.1026449596
1298	0.1025670502
1299	0.1025114168
1300	0.1024497766
1301	0.1023952651
1302	0.1023191117
1303	0.1022721224
1304	0.1021990214
1305	0.102140715
1306	0.1020772857
1307	0.1020252115
1308	0.1019808781
1309	0.101910667
1310	0.1018708037
1311	0.1018254608
1312	0.1017620276
1313	0.1016918439
1314	0.1016369498
1315	0.1015531561
1316	0.1014843365
1317	0.1014205514
1318	0.1013731786
1319	0.1013262215
1320	0.1012647342
1321	0.101198827
1322	0.1011493826
1323	0.1010910755
1324	0.1010357658
1325	0.1009918046
1326	0.1009221098
1327	0.1008514819
1328	0.1008016009
1329	0.1007509888
1330	0.1007106994
1331	0.1006598619
1332	0.1005805425
1333	0.1005271813
1334	0.1004642994
1335	0.1003860392
1336	0.1003317365
1337	0.1002829646
1338	0.1002405889
1339	0.100202647
1340	0.1001528303
1341	0.1001000439
1342	0.1000512653
1343	0.09997291033
1344	0.09992836258
1345	0.09989623061
1346	0.09982350541
1347	0.09974188866
1348	0.09969787697
1349	0.09963161485
1350	0.09955877326
1351	0.09948552695
1352	0.09944222252
1353	0.09938035568
1354	0.09929797633
1355	0.0992407615
1356	0.09917993244
1357	0.09911117985
1358	0.09903959778
1359	0.09899439252
1360	0.09894840281
1361	0.09887280633
1362	0.09879234442
1363	0.09872522808
1364	0.09868353046
1365	0.09859730703
1366	0.09851853523
1367	0.09844277678
1368	0.0983853212
1369	0.09831775241
1370	0.09825415352
1371	0.09821414358
1372	0.09815097493
1373	0.09809613883
1374	0.0980580306
1375	0.09800744364
1376	0.09793342041
1377	0.09786717927
1378	0.09778970505
1379	0.0977321619
1380	0.09767553862
1381	0.09760493458
1382	0.09753072071
1383	0.0974567171
1384	0.09740683591
1385	0.09736488762
1386	0.09731375148
1387	0.09725656479
1388	0.09719938007
1389	0.09715688214
1390	0.09710672648
1391	0.09704358758
1392	0.09698330509
1393	0.09693886703
1394	0.09686996106
1395	0.09682089939
1396	0.09677996455
1397	0.09671003766
1398	0.09664334156
1399	0.09659963591
1400	0.09654292935
1401	0.09649958937
1402	0.09643166256
1403	0.09635971341
1404	0.09628925711
1405	0.09624750224
1406	0.09621345963
1407	0.09616176631
1408	0.09610842283
1409	0.09603363596
1410	0.09597898136
1411	0.09594360376
1412	0.09590602538
1413	0.09586169521
1414	0.09581819378
1415	0.09577974612
1416	0.09572121417
1417	0.09565790899
1418	0.09558412856
1419	0.09552781737
1420	0.09548078037
1421	0.09543128732
1422	0.09539046161
1423	0.09535506249
1424	0.09532344624
1425	0.09525266676
1426	0.09519734047
1427	0.09514683253
1428	0.09507647853
1429	0.0950027964
1430	0.09492828743
1431	0.09486049075
1432	0.0947840569
1433	0.09472504834
1434	0.09469080858
1435	0.09462959054
1436	0.09456755569
1437	0.09449199538
1438	0.09443827622
1439	0.09439327262
1440	0.09432697339
1441	0.09425925927
1442	0.09419504881
1443	0.09416032627
1444	0.09411281892
1445	0.09404798491
1446	0.09401502279
1447	0.09399098951
1448	0.09393658804
1449	0.09390503784
1450	0.09383156789
1451	0.09375915208
1452	0.09370039635
1453	0.09361863758
1454	0.09356802207
1455	0.09351397564
1456	0.09345131171
1457	0.0933986946
1458	0.09333749128
1459	0.09326972836
1460	0.09320798008
1461	0.09313285735
1462	0.09308567891
1463	0.09303979305
1464	0.09300597473
1465	0.09295566718
1466	0.09290852542
1467	0.09287098779
1468	0.09283120672
1469	0.09276406165
1470	0.09270815662
1471	0.0926699701
1472	0.09262420277
1473	0.09257962128
1474	0.0925073787
1475	0.09246757455
1476	0.09244226283
1477	0.09239069977
1478	0.09234349356
1479	0.09229879626
1480	0.09225466456
1481	0.09220307519
1482	0.09214395801
1483	0.09209334149
1484	0.09204704576
1485	0.09199243553
1486	0.0919559688
1487	0.09188714982
1488	0.09181985043
1489	0.09178615374
1490	0.09174051719
1491	0.09169114168
1492	0.09165147396
1493	0.09160406825
1494	0.09154363014
1495	0.09149792729
1496	0.09144751083
1497	0.09140313098
1498	0.09135783628
1499	0.0912964328
1500	0.09123920533
1501	0.09119868374
1502	0.09112056444
1503	0.09106400308
1504	0.09100651896
1505	0.09093978135
1506	0.09088919068
1507	0.09085155507
1508	0.09080386739
1509	0.0907399614
